,PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
574,12,1,"Bonnell, Miss. Elizabeth",female,58.0,0,0,113783,26.55,C103,S,1
575,115,3,"Attalah, Miss. Malake",female,17.0,0,0,2627,14.4583,,C,0
576,509,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,,S,0
577,838,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S,0
578,770,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,,S,0
579,687,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,,S,0
580,829,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q,1
581,51,3,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295,39.6875,,S,0
582,559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,S,1
583,645,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,1
584,130,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,,S,0
585,586,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,E68,S,1
586,667,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,,S,0
587,487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,1
588,625,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,,S,0
589,11,3,"Sandstrom, Miss. Marguerite Rut",female,4.0,1,1,PP 9549,16.7,G6,S,1
590,70,3,"Kink, Mr. Vincenz",male,26.0,2,0,315151,8.6625,,S,0
591,486,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,0
592,708,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S,1
593,210,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,1
594,410,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,0
595,773,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,0
596,781,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,,C,1
597,337,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,0
598,345,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,0
599,840,1,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C47,C,1
600,758,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,,S,0
601,869,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,0
602,718,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S,1
603,296,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,0
604,815,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,0
605,679,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,,S,0
606,521,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,S,1
607,682,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,D49,C,1
608,700,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,0
609,697,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,,S,0
610,842,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S,0
611,329,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,1
612,77,3,"Staneff, Mr. Ivan",male,,0,0,349208,7.8958,,S,0
613,691,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,B20,S,1
614,888,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,B42,S,1
615,743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1
616,759,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S,0
617,690,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S,1
618,651,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,0
619,242,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,1
620,266,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,0
621,16,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,248706,16.0,,S,1
622,465,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,0
